"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","specExpensesSubject","costAmount","specExpensesMovableSubject","specExpensesRealtySubject","dnt_specExpenses_encoded","specExpensesOtherMovableSubject","type","specExpensesAssetsSubject","iteration","specExpensesOtherRealtySubject","specExpensesOtherSubject","specExpenses","dnt_costAmount_hidden","specOtherExpenses","object_id","person","costsAmount","country","declarant","subjectRelation"
"Білоцерковець Дмитро Олександрович","Верховна Рада України","Народний депутат України","nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Білоцерковець","FALSE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Дмитро","Нерухоме майно",78000,"","Квартира","leasing","","1","","1521634376897","","","Оренда","FALSE","","1521634376897","","","1","Білоцерковець Дмитро Олександрович",NA
"Білоцерковець Дмитро Олександрович","Верховна Рада України","Народний депутат України","nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Білоцерковець","FALSE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Дмитро","Нерухоме майно",70000,"","Квартира","leasing","","1","","1521634355580","","","Оренда","FALSE","","1521634355580","","","1","Білоцерковець Дмитро Олександрович",NA
"Білоцерковець Дмитро Олександрович","Верховна Рада України","Народний депутат України","nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Білоцерковець","FALSE","Олександрович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9906920a-57ea-4efc-ab3f-fdfce66a46c2","Дмитро","Нерухоме майно",48000,"","Квартира","leasing","","1","","1521991114493","","","Оренда","FALSE","","1521991114493","","","1","Білоцерковець Дмитро Олександрович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",312194,"Грошові кошти","","other","","1","","1522074879243","","","Інше","FALSE","Сплата податкових зобов'язань ","1522074879243","","","1","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",87846,"Інше рухоме майно","","other","Розрахунок в торгово-сервісній мережі","1","","1522075139152","","","Інше","FALSE","Розрахунок в торгово-сервісній мережі","1522075139152","","","88","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",139653,"Інше рухоме майно","","other","Розрахунок в торгово-сервісній мережі","1","","1522075166124","","","Інше","FALSE","Розрахунок в торгово-сервісній мережі","1522075166124","","","23","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",187849,"Інше рухоме майно","","other","Розрахунок в торгово-сервісній мережі","1","","1522227098223","","","Інше","FALSE","Розрахунок в торгово-сервісній мережі","1522227098223","","","154","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",100513,"Грошові кошти","","other","","1","","1522074904705","","","Інше","FALSE","Послуги банку","1522074904705","","","1","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",5287829,"Грошові кошти","","other","","1","","1522074831680","","","Інше","FALSE","Сплата податкових зобов'язань ","1522074831680","","","1","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",1995563,"Грошові кошти","","other","","1","","1522074775739","","","Інше","FALSE","Сплата податкових зобов'язань ","1522074775739","","","1","Бобов Геннадій Борисович",NA
"Бобов Геннадій Борисович","Верховна Рада України","Народний депутат України","nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Бобов","FALSE","Борисович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fbc29171-f8c9-4918-ac85-cdf13c2d9e70","Геннадій","Рухоме майно",129213,"Грошові кошти","","other","","1","","1522074970571","","","Інше","FALSE","Послуги банку","1522074970571","","","1","Бобов Геннадій Борисович",NA
