"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Бойко Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_4fb806f6-e0bc-446b-aee5-48441786d809","Бойко","TRUE","Анатолійович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4fb806f6-e0bc-446b-aee5-48441786d809","Юрій","","other","Юрійович","Бойко","FALSE","",2014-09-01,"","","Анатолій","1","","FALSE","","FALSE","",11612334,"","","FALSE","FALSE","UAH","","j","","Відшкодування витрат","1522832126647","Інше","Громадянин України","1522832126647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бойко Юрій Анатолійович",NA,11612334
"Бондар Віктор Васильович","Верховна Рада України","Народний депутат України","nacp_1681f425-a4ea-4477-ab3c-f24edc089d89","Бондар","FALSE","Васильович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1681f425-a4ea-4477-ab3c-f24edc089d89","Віктор","","loans_received","","","FALSE","",2016-12-31,"ПАТ КБ ""Приватбанк""","","","1","","","","FALSE","",161203,"","","FALSE","FALSE","UAH","","j","14360570","","1490884304386","Отримані кредити","Юридична особа, зареєстрована в Україні","1490884304386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бондар Віктор Васильович",NA,161203
"Бублик Юрій Васильович","Верховна Рада України","Народний депутат України","nacp_498bef86-95ba-46b8-a67d-2b0d889ccf71","Бублик","FALSE","Васильович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_498bef86-95ba-46b8-a67d-2b0d889ccf71","Юрій","","other","","","FALSE","",2015-04-08,"ТДВ ""Полтаватрансбуд""","","","1477487975582","","","","FALSE","",1091560,"","","FALSE","FALSE","UAH","","j","01377190","зобов'язання за договорами купівлі-продажу майнових прав на квартиру","1477776879220","Інше","Юридична особа, зареєстрована в Україні","1477776879220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бублик Тетяна  Іллівна","дружина",1091560
"Валентиров Сергій Васильович","Верховна Рада України","Народний депутат України","nacp_867c6595-7262-4b74-a6c1-f428c5033e04","Валентиров","TRUE","Васильович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_867c6595-7262-4b74-a6c1-f428c5033e04","Сергій","","loans_received","","","FALSE","",2013-11-19,"АБ ""Укргазбанк""","","","1","","","","FALSE","",193880,"","","TRUE","FALSE","UAH","","j","","","1477567520734","Отримані кредити","Юридична особа, зареєстрована в Україні","1477567520734",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Валентиров Сергій Васильович",NA,193880
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","other","","","FALSE","",2017-04-20,"","","","1484039389584","","","","FALSE","",456000,"","","FALSE","FALSE","UAH","","1","","розмір сплачених коштів в рахунок основної суми позики, отриманої від суб'єкта декларування","1517417511126","Інше","","1517417511126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Васюник Тарас Ігорович","син",456000
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","other","","","FALSE","",2017-03-23,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗЕМЛЯ ОРГАНІК""","","","1484039273601","","","","FALSE","",2025000,"","","FALSE","FALSE","UAH","","j","39429380","неоплачений статутний капітал","1517322435435","Інше","Юридична особа, зареєстрована в Україні","1517322435435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Васюник Оксана Ярославівна","дружина",2025000
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","other","","","FALSE","",2017-04-20,"","","","1484039389584","","","","FALSE","",684000,"","","FALSE","FALSE","UAH","","1484039273601","","розмір сплачених коштів в рахунок основної суми позики, отриманої від члена сім'ї","1517422155323","Інше","","1517422155323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Васюник Тарас Ігорович","син",684000
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","loans_paid","","","FALSE","",2017-01-01,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК ""ПРИВАТБАНК""","","","1484039273601","","","","FALSE","",27326,"","","FALSE","FALSE","UAH","","j","14360570","","1517431421432","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1517431421432",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"Васюник Оксана Ярославівна","дружина",27326
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","other","","","FALSE","",2017-04-20,"","","","1484039389584","","","","FALSE","",1136000,"","","FALSE","FALSE","UAH","","1484039273601","","кошти, позичені члену сім'ї іншим членом сім'ї","1517417392253","Інше","","1517417392253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Васюник Тарас Ігорович","син",1136000
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","","other","","","FALSE","",2017-04-20,"","","","1484039389584","","","","FALSE","",228000,"","","FALSE","FALSE","UAH","","1","","кошти, позичені члену сім'ї суб'єктом декларування","1517322708416","Інше","","1517322708416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Васюник Тарас Ігорович","син",228000
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","","loans_received","Аврамівна","Фрішман","FALSE","",2016-09-05,"","","Галина","1490627398375","","FALSE","","FALSE","",3000000,"","","FALSE","FALSE","UAH","","j","","","1490808494341","Отримані позики","Громадянин України","1490808494341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Велікіна Оксана Владиславівна","дружина",3000000
"Веселова Наталія Василівна","Верховна рада Україна","Народний депутат України","nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Веселова","FALSE","Василівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Наталія","","loans_received","","","FALSE","",2008-05-14,"АКІБ ""УкрСиббанк""","","","1","","","","TRUE","",49000,"","","TRUE","FALSE","USD","","j","09807750","","1477823083430","Отримані кредити","Юридична особа, зареєстрована в Україні","1477823083430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Веселова Наталія Василівна",NA,1375293.93
"Вінник Іван Юлійович","Верховна Рада України","народний депутат України, секретар Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Вінник","FALSE","Юлійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Іван","","other","","","FALSE","",2015-01-29,"ПАТ ""Альфа-Банк""","","","1","","","","FALSE","",277379443,"","","FALSE","FALSE","UAH","","j","23494714","заборгованість за кредитним договором відповідно до судового рішення (зобов'язання, що виникло за договором поруки)","1477656239906","Інше","Юридична особа, зареєстрована в Україні","1477656239906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вінник Іван Юлійович",NA,277379443
