"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","person","legalForm","corporate_rights_company_code","country","corporate_rights_company_code_extendedstatus","iteration","en_name","name","dnt_cost_hidden","cost_percent","dnt_cost_percent_hidden","cost","object_id","ownershipType","otherOwnership","percent.ownership","cost_extendedstatus","cost_percent_extendedstatus","legalForm_extendedstatus","name_extendedstatus","en_name_extendedstatus","country_extendedstatus","declarant","subjectRelation"
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1490771029061","товариство з обмеженою відповідальністю","FN392924F","3",NA,"1491991407268","M@B DRIVER MIETWAGEN LTD","M@B DRIVER MIETWAGEN LTD","FALSE","50","FALSE","1475550","1491991407268","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Ірина Миколаївна","дружина"
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1","товариство з обмеженою відповідальністю","37100610","1",NA,"1490793657777","","М Т В","FALSE","40","FALSE","200400","1490793657777","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Руслан Дмитрович",NA
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","35032806","1",NA,"1490794503706","","ВИРОБНИЧИЙ ЦЕНТР ПРИКЛАДНИХ ДОСЛІДЖЕНЬ ""СОФІЯ""","FALSE","65","FALSE","3250000","1490794503706","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Руслан Дмитрович",NA
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","40906905","1",NA,"1490795303774","","АРКТУР І КО","FALSE","30","FALSE","300","1490795303774","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Руслан Дмитрович",NA
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1490771029061","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","37100610","1",NA,"1490795511063","","М Т В ","FALSE","60","FALSE","300600","1490795511063","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Ірина Миколаївна","дружина"
"Богдан Руслан Дмитрович","Верховна Рада України","народний депутат","nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Богдан","FALSE","Дмитрович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9d69a152-4cfc-4feb-886d-469a3da65746","Руслан","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","24732133","1",NA,"1490794347293","","ФАРТ","FALSE","40","FALSE","200000","1490794347293","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богдан Руслан Дмитрович",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1","Приватне підприємство","31407815","1",NA,"1477639200159","","Інститут дерматокосметології доктора Богомолець","FALSE","100","FALSE","50000","1477639200159","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1","Приватне підприємство","30218780","1",NA,"1519979184030","","Реал Приват","FALSE","100","FALSE","1000","1519979184030","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1477560601122","Товариство з обмеженою відповідальністю","40830187","1",NA,"1490980989073","","Історико-культурний комплекс ""Замок Радомисль""","FALSE","100","FALSE","1000","1490980989073","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1477560601122","Адвокатське об'єднання","20078820","1",NA,"1521120576244","","Адвокатська фірма ""Паритет""","FALSE","50","FALSE","500","1521120576244","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1477560601122","Товариство з обмеженою відповідальністю","39224310","1",NA,"1477639557131","","Десналенд","FALSE","50","FALSE","135700","1477639557131","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1477560601122","Товариство з обмеженою відповідальністю","36197651","1",NA,"1477639487417","","КІБО МЕНЕДЖМЕНТ ГРУП","FALSE","99","FALSE","11781000","1477639487417","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1","Приватне підприємство","32302266","1",NA,"1477639303550","","Інститут теледерматології доктора Богомолець","FALSE","100","FALSE","10000","1477639303550","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","1477560601122","Товариство з обмеженою відповідальністю","01-09-288899","224",NA,"1521120834064","Kibo International Investment ","Kibo International Investment","FALSE","100","FALSE","281733","1521120834064","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","1","ЗАТ","1037804019406","180",NA,"1478268723609","no","ЗАТ ""Юпітер-2""","FALSE","2.5","FALSE","5","1478268723609","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богуслаєв Вячеслав Олександрович",NA
"Богуслаєв Вячеслав Олександрович","Верховна Рада України","Народний депутат України, Член Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_f157958b-b412-4159-99de-2d28d35b23c3","Богуслаєв","FALSE","Олександрович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f157958b-b412-4159-99de-2d28d35b23c3","Вячеслав","1478245077794","ТОВ","31260770","1",NA,"1478267982368","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАРБОКОМ""","FALSE","35","FALSE","4900","1478267982368","Власність","",NA,NA,NA,NA,NA,NA,NA,"Богуслаєва Олена Серафимівна","дружина"
